invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I247233,C187496,Male,61,Cosmetics,4,162.64,Cash,23/02/2022,Mall of Istanbul
I114943,C534897,Female,68,Books,4,60.6,Cash,1/5/2022,Metrocity
I202094,C163795,Female,37,Books,1,15.15,Credit Card,19/10/2021,Kanyon
I313728,C336317,Female,55,Souvenir,4,46.92,Cash,3/4/2022,Mall of Istanbul
I335300,C124676,Female,42,Technology,2,2100.0,Cash,29/03/2022,Istinye Park
I301293,C115231,Male,43,Clothing,1,300.08,Cash,7/6/2021,Emaar Square Mall
I725497,C278804,Male,19,Toys,3,107.52,Debit Card,20/06/2021,Metrocity
I503633,C220983,Male,69,Clothing,4,1200.32,Credit Card,15/12/2022,Mall of Istanbul
I240450,C694395,Male,61,Clothing,1,300.08,Debit Card,2/3/2022,Mall of Istanbul
I347850,C172019,Male,22,Food & Beverage,4,20.92,Debit Card,29/07/2022,Mall of Istanbul
I163837,C338026,Female,53,Clothing,5,1500.4,Cash,5/1/2023,Viaport Outlet
I112469,C230517,Male,32,Shoes,1,600.17,Cash,20/11/2022,Kanyon
I300149,C309074,Female,41,Technology,2,2100.0,Cash,7/10/2022,Metropol AVM
I286572,C334905,Female,65,Technology,1,1050.0,Cash,20/08/2021,Kanyon
I288897,C150587,Male,23,Toys,5,179.2,Credit Card,6/1/2022,Metrocity
I167452,C246754,Female,55,Clothing,1,300.08,Cash,28/02/2021,Metropol AVM
I530105,C243157,Female,40,Clothing,4,1200.32,Credit Card,11/6/2022,Kanyon
I790720,C312976,Female,45,Toys,4,143.36,Cash,31/10/2021,Forum Istanbul
I176576,C106033,Male,33,Shoes,3,1800.51,Credit Card,22/10/2021,Metrocity
I307029,C205859,Male,46,Cosmetics,2,81.32,Cash,16/07/2022,Mall of Istanbul
I256275,C295005,Female,24,Toys,2,71.68,Cash,30/11/2021,Metrocity
I440064,C182792,Male,47,Cosmetics,5,203.3,Cash,10/12/2022,Metrocity
I316888,C137316,Female,64,Clothing,1,300.08,Credit Card,14/05/2021,Metrocity
I556377,C270944,Female,27,Clothing,4,1200.32,Cash,26/12/2022,Mall of Istanbul
I155577,C205202,Female,55,Cosmetics,4,162.64,Cash,21/05/2021,Emaar Square Mall
I304715,C308118,Female,36,Toys,1,35.84,Debit Card,27/05/2021,Mall of Istanbul
I246332,C239549,Female,56,Toys,3,107.52,Credit Card,17/02/2023,Mall of Istanbul
I123452,C144642,Male,28,Food & Beverage,5,26.15,Cash,26/08/2022,Metropol AVM
I138461,C140529,Male,31,Clothing,4,1200.32,Debit Card,24/06/2021,Emaar Square Mall
I124112,C268745,Male,60,Food & Beverage,5,26.15,Cash,2/8/2021,Kanyon
I319786,C256072,Female,42,Cosmetics,3,121.98,Cash,19/08/2022,Kanyon
I540684,C524063,Female,19,Books,3,45.45,Cash,28/03/2021,Viaport Outlet
I207824,C221042,Male,55,Books,2,30.3,Credit Card,21/04/2021,Metrocity
I235381,C146723,Male,55,Food & Beverage,5,26.15,Cash,5/3/2022,Zorlu Center
I191798,C200351,Male,24,Cosmetics,1,40.66,Debit Card,9/8/2021,Kanyon
I301785,C244022,Female,41,Clothing,4,1200.32,Credit Card,6/10/2022,Cevahir AVM
I185835,C247767,Male,32,Food & Beverage,2,10.46,Cash,13/02/2022,Istinye Park
I480691,C212663,Female,45,Shoes,2,1200.34,Cash,17/11/2022,Emaar Square Mall
I185394,C269026,Female,34,Clothing,4,1200.32,Cash,8/11/2021,Metropol AVM
I117755,C245929,Female,55,Shoes,1,600.17,Credit Card,11/5/2021,Forum Istanbul
I153466,C238864,Female,21,Clothing,5,1500.4,Cash,8/11/2021,Emaar Square Mall
I376143,C324233,Female,47,Food & Beverage,3,15.69,Debit Card,3/1/2021,Metrocity
I133114,C259341,Male,32,Cosmetics,1,40.66,Cash,28/01/2023,Istinye Park
I300204,C295017,Female,64,Cosmetics,1,40.66,Credit Card,18/02/2023,Metropol AVM
I795377,C986876,Female,69,Food & Beverage,4,20.92,Cash,28/08/2022,Mall of Istanbul
I166534,C236779,Male,66,Cosmetics,2,81.32,Debit Card,24/02/2023,Forum Istanbul
I262902,C158757,Female,42,Toys,3,107.52,Cash,3/1/2021,Emaar Square Mall
I313655,C193724,Female,38,Toys,2,71.68,Debit Card,17/05/2021,Zorlu Center
I174699,C148046,Female,30,Clothing,1,300.08,Cash,4/8/2021,Forum Istanbul
I302954,C175034,Male,37,Technology,4,4200.0,Cash,4/7/2021,Mall of Istanbul
I274592,C903389,Male,30,Clothing,3,900.24,Credit Card,27/04/2022,Metrocity
I445913,C113107,Female,22,Shoes,2,1200.34,Cash,22/05/2021,Metrocity
I326900,C249325,Male,58,Technology,4,4200.0,Credit Card,13/09/2022,Emaar Square Mall
I938332,C609807,Female,63,Clothing,1,300.08,Cash,7/10/2022,Kanyon
I133015,C980723,Female,30,Clothing,4,1200.32,Credit Card,3/10/2021,Viaport Outlet
I263421,C285995,Female,63,Clothing,5,1500.4,Cash,29/04/2021,Istinye Park
I263184,C877514,Female,61,Toys,4,143.36,Cash,14/04/2022,Kanyon
I360107,C253143,Female,60,Souvenir,4,46.92,Cash,7/5/2021,Forum Istanbul
I294029,C211968,Female,20,Books,5,75.75,Debit Card,8/3/2021,Kanyon
I277264,C394159,Female,56,Shoes,3,1800.51,Credit Card,5/7/2022,Forum Istanbul
I266790,C128934,Female,31,Cosmetics,2,81.32,Credit Card,3/10/2021,Forum Istanbul
I835279,C241213,Female,28,Food & Beverage,5,26.15,Debit Card,19/01/2022,Kanyon
I100843,C170564,Female,54,Clothing,4,1200.32,Debit Card,17/01/2022,Metropol AVM
I254113,C178470,Male,20,Cosmetics,3,121.98,Debit Card,9/9/2022,Emaar Square Mall
I234681,C245981,Female,53,Books,3,45.45,Cash,11/12/2021,Kanyon
I178570,C156988,Female,66,Food & Beverage,3,15.69,Credit Card,16/12/2021,Kanyon
I222041,C250209,Female,20,Food & Beverage,5,26.15,Cash,18/07/2022,Cevahir AVM
I975866,C914255,Female,31,Food & Beverage,5,26.15,Cash,17/07/2021,Metrocity
I743121,C202238,Female,44,Souvenir,5,58.65,Cash,16/11/2021,Kanyon
I299772,C112833,Male,52,Clothing,3,900.24,Cash,27/12/2022,Istinye Park
I635520,C124344,Female,63,Clothing,5,1500.4,Credit Card,16/04/2021,Istinye Park
I318578,C565094,Male,20,Clothing,2,600.16,Cash,6/7/2021,Metrocity
I182015,C199924,Female,52,Cosmetics,2,81.32,Credit Card,11/12/2022,Mall of Istanbul
I208119,C303580,Male,26,Food & Beverage,2,10.46,Cash,15/07/2021,Istinye Park
I219765,C195381,Female,46,Shoes,1,600.17,Cash,1/9/2022,Metrocity
I840241,C635773,Female,23,Toys,2,71.68,Credit Card,28/05/2021,Kanyon
I122129,C240875,Female,51,Food & Beverage,4,20.92,Credit Card,12/1/2023,Metropol AVM
I294217,C134060,Male,25,Clothing,2,600.16,Credit Card,21/04/2022,Kanyon
I117421,C305359,Female,25,Toys,5,179.2,Credit Card,18/03/2021,Zorlu Center
I315518,C138541,Male,45,Clothing,3,900.24,Cash,19/08/2021,Metrocity
I184877,C518141,Female,55,Clothing,3,900.24,Credit Card,12/6/2022,Kanyon
I127069,C547040,Female,49,Food & Beverage,3,15.69,Cash,16/12/2021,Istinye Park
I133034,C456091,Female,57,Food & Beverage,2,10.46,Cash,23/11/2021,Metropol AVM
I808703,C982912,Female,49,Cosmetics,5,203.3,Cash,19/07/2021,Zorlu Center
I114575,C296372,Male,49,Clothing,2,600.16,Debit Card,7/11/2021,Kanyon
I140499,C819876,Male,24,Clothing,5,1500.4,Cash,10/11/2022,Mall of Istanbul
I222316,C842430,Female,57,Shoes,5,3000.85,Credit Card,24/06/2022,Kanyon
I888009,C277535,Female,34,Books,4,60.6,Credit Card,18/12/2022,Mall of Istanbul
I295088,C100606,Female,25,Clothing,4,1200.32,Credit Card,16/06/2022,Forum Istanbul
I369705,C231818,Female,19,Clothing,4,1200.32,Cash,23/01/2021,Cevahir AVM
I144653,C215645,Female,67,Toys,1,35.84,Cash,23/12/2021,Mall of Istanbul
I129457,C150440,Female,51,Clothing,2,600.16,Debit Card,19/05/2022,Viaport Outlet
I238155,C460307,Male,30,Souvenir,4,46.92,Debit Card,9/6/2021,Metrocity
I108033,C214803,Female,33,Shoes,4,2400.68,Cash,12/1/2022,Kanyon
I179534,C493727,Male,25,Clothing,1,300.08,Cash,31/10/2022,Kanyon
I189609,C209825,Female,60,Food & Beverage,3,15.69,Credit Card,12/5/2022,Mall of Istanbul
I331096,C253290,Female,54,Food & Beverage,1,5.23,Credit Card,20/05/2021,Metropol AVM
I309917,C280056,Female,31,Clothing,4,1200.32,Credit Card,28/02/2021,Forum Istanbul
I305993,C266194,Male,60,Toys,1,35.84,Debit Card,19/01/2023,Emaar Square Mall
I152054,C107735,Female,21,Clothing,5,1500.4,Credit Card,9/7/2021,Metrocity
I427710,C317359,Male,43,Clothing,3,900.24,Cash,2/10/2021,Cevahir AVM
I131764,C318221,Female,34,Cosmetics,1,40.66,Cash,7/5/2022,Viaport Outlet
I119401,C300550,Female,32,Food & Beverage,3,15.69,Cash,9/1/2022,Istinye Park
I139575,C134545,Female,43,Clothing,5,1500.4,Debit Card,18/01/2022,Kanyon
I266044,C274933,Female,40,Technology,4,4200.0,Credit Card,26/02/2022,Forum Istanbul
I114795,C334491,Male,52,Toys,4,143.36,Debit Card,10/5/2022,Metrocity
I111472,C201863,Female,18,Toys,4,143.36,Credit Card,28/01/2021,Kanyon
I510813,C230810,Male,20,Shoes,2,1200.34,Cash,28/08/2022,Viaport Outlet
I246872,C288389,Female,20,Shoes,3,1800.51,Debit Card,31/10/2021,Kanyon
I148264,C291656,Female,69,Cosmetics,3,121.98,Cash,31/10/2021,Mall of Istanbul
I135860,C109314,Male,18,Food & Beverage,1,5.23,Cash,25/12/2021,Metrocity
I116918,C330364,Female,50,Clothing,5,1500.4,Cash,4/2/2021,Metrocity
I171857,C901393,Female,51,Cosmetics,1,40.66,Cash,6/2/2021,Emaar Square Mall
I299884,C146755,Female,36,Clothing,2,600.16,Debit Card,29/09/2022,Kanyon
I305746,C161564,Male,42,Technology,2,2100.0,Credit Card,26/06/2022,Mall of Istanbul
I945835,C718419,Female,48,Cosmetics,5,203.3,Cash,20/11/2022,Viaport Outlet
I138663,C156049,Female,27,Cosmetics,1,40.66,Credit Card,19/03/2021,Forum Istanbul
I206329,C277665,Male,61,Shoes,1,600.17,Cash,17/05/2021,Mall of Istanbul
I373903,C133808,Female,46,Clothing,1,300.08,Debit Card,30/11/2022,Forum Istanbul
I891732,C246568,Male,54,Shoes,1,600.17,Cash,26/08/2022,Metrocity
I105833,C757474,Male,24,Food & Beverage,4,20.92,Credit Card,2/6/2021,Viaport Outlet
I231580,C295601,Female,64,Clothing,4,1200.32,Cash,27/09/2022,Metrocity
I195688,C154318,Female,46,Technology,2,2100.0,Cash,13/01/2021,Istinye Park
I710258,C287434,Female,19,Clothing,4,1200.32,Credit Card,6/9/2022,Kanyon
I313267,C806702,Female,34,Technology,3,3150.0,Debit Card,16/08/2021,Emaar Square Mall
I114593,C135520,Female,47,Books,5,75.75,Credit Card,23/12/2021,Metrocity
I729794,C586343,Female,45,Food & Beverage,4,20.92,Debit Card,15/09/2021,Mall of Istanbul
I194754,C264279,Female,58,Cosmetics,5,203.3,Debit Card,6/9/2022,Metropol AVM
I277476,C914795,Female,40,Clothing,1,300.08,Credit Card,10/7/2021,Metropol AVM
I283308,C329657,Male,65,Shoes,3,1800.51,Credit Card,22/12/2021,Mall of Istanbul
I321772,C150464,Female,21,Clothing,5,1500.4,Debit Card,1/11/2022,Kanyon
I258210,C167047,Female,69,Clothing,4,1200.32,Cash,22/03/2021,Cevahir AVM
I144648,C135599,Male,40,Cosmetics,3,121.98,Debit Card,6/3/2021,Metropol AVM
I309401,C117655,Female,69,Food & Beverage,1,5.23,Cash,20/06/2021,Kanyon
I320933,C160839,Female,27,Clothing,2,600.16,Cash,21/01/2023,Mall of Istanbul
I289400,C303057,Male,69,Clothing,2,600.16,Debit Card,25/03/2021,Metrocity
I126099,C258066,Female,58,Clothing,4,1200.32,Cash,12/8/2021,Forum Istanbul
I316206,C166486,Female,69,Clothing,5,1500.4,Cash,6/6/2022,Metrocity
I254940,C103521,Female,63,Toys,2,71.68,Cash,6/8/2022,Mall of Istanbul
I235493,C325634,Male,58,Toys,1,35.84,Cash,24/11/2021,Mall of Istanbul
I249922,C197356,Male,26,Clothing,4,1200.32,Credit Card,6/2/2022,Mall of Istanbul
I160850,C314818,Male,22,Cosmetics,5,203.3,Cash,20/02/2023,Forum Istanbul
I263740,C106218,Male,49,Books,5,75.75,Debit Card,4/7/2022,Istinye Park
I161871,C194311,Male,42,Clothing,1,300.08,Cash,10/2/2022,Mall of Istanbul
I295309,C906847,Male,22,Clothing,4,1200.32,Cash,25/10/2021,Cevahir AVM
I310500,C328822,Male,67,Clothing,5,1500.4,Debit Card,21/06/2022,Metropol AVM
I786896,C299848,Female,36,Toys,1,35.84,Debit Card,25/03/2021,Istinye Park
I482370,C884447,Male,42,Clothing,3,900.24,Credit Card,29/01/2023,Metrocity
I384747,C158817,Female,46,Toys,1,35.84,Credit Card,18/02/2023,Viaport Outlet
I984353,C324114,Female,45,Souvenir,3,35.19,Cash,7/2/2021,Metrocity
I584364,C226730,Male,65,Clothing,2,600.16,Debit Card,21/01/2021,Mall of Istanbul
I119960,C124762,Male,46,Books,5,75.75,Debit Card,24/02/2023,Emaar Square Mall
I190267,C298880,Male,23,Clothing,4,1200.32,Debit Card,10/9/2021,Forum Istanbul
I919742,C818269,Male,60,Cosmetics,3,121.98,Cash,15/02/2021,Cevahir AVM
I121502,C236118,Female,54,Clothing,3,900.24,Credit Card,11/6/2021,Forum Istanbul
I290450,C739241,Female,66,Books,2,30.3,Credit Card,13/09/2022,Metropol AVM
I535690,C227014,Female,28,Food & Beverage,1,5.23,Credit Card,27/03/2022,Istinye Park
I747305,C899077,Female,43,Souvenir,4,46.92,Cash,1/11/2022,Kanyon
I113907,C102103,Female,56,Clothing,5,1500.4,Credit Card,24/09/2022,Kanyon
I280242,C696182,Male,20,Toys,3,107.52,Credit Card,22/07/2021,Mall of Istanbul
I225638,C220891,Female,53,Shoes,3,1800.51,Credit Card,3/7/2021,Kanyon
I185114,C262752,Male,20,Clothing,5,1500.4,Debit Card,19/12/2022,Metrocity
I769575,C283409,Male,24,Shoes,1,600.17,Credit Card,9/5/2022,Metrocity
I100439,C224698,Male,26,Shoes,5,3000.85,Credit Card,2/3/2023,Metropol AVM
I240327,C316493,Male,38,Toys,4,143.36,Debit Card,5/11/2022,Metropol AVM
I268952,C323034,Female,28,Food & Beverage,2,10.46,Cash,10/9/2021,Metrocity
I148566,C107467,Female,26,Cosmetics,5,203.3,Cash,1/1/2021,Mall of Istanbul
I196015,C130311,Female,58,Food & Beverage,4,20.92,Cash,11/12/2021,Mall of Istanbul
I279014,C126254,Female,33,Shoes,3,1800.51,Credit Card,5/5/2021,Viaport Outlet
I246435,C695633,Female,40,Shoes,1,600.17,Cash,27/04/2021,Metropol AVM
I563437,C152063,Female,45,Cosmetics,3,121.98,Cash,4/11/2022,Metropol AVM
I219020,C227006,Male,65,Clothing,2,600.16,Cash,19/09/2021,Metrocity
I228157,C144110,Female,28,Toys,3,107.52,Credit Card,28/03/2022,Emaar Square Mall
I117124,C690752,Female,61,Food & Beverage,4,20.92,Cash,20/08/2021,Kanyon
I152818,C167843,Male,30,Clothing,3,900.24,Cash,7/7/2022,Metrocity
I255809,C214255,Female,34,Cosmetics,1,40.66,Cash,14/08/2022,Metrocity
I174817,C450205,Female,46,Toys,4,143.36,Cash,25/10/2022,Metrocity
I587311,C141904,Male,34,Clothing,3,900.24,Debit Card,9/11/2022,Forum Istanbul
I184573,C703225,Male,69,Clothing,5,1500.4,Credit Card,31/03/2022,Forum Istanbul
I239806,C649785,Female,38,Clothing,3,900.24,Credit Card,4/9/2022,Metrocity
I210320,C159081,Female,29,Cosmetics,4,162.64,Cash,15/09/2022,Viaport Outlet
I167611,C324809,Male,24,Shoes,5,3000.85,Cash,9/1/2021,Kanyon
I178536,C844332,Female,27,Clothing,1,300.08,Cash,20/08/2021,Mall of Istanbul
I215686,C327005,Female,35,Cosmetics,1,40.66,Credit Card,2/5/2021,Cevahir AVM
I281100,C135066,Female,49,Clothing,1,300.08,Cash,27/07/2021,Zorlu Center
I120969,C262512,Male,50,Toys,2,71.68,Credit Card,15/11/2021,Istinye Park
I334798,C260525,Male,40,Clothing,4,1200.32,Credit Card,7/9/2022,Metropol AVM
I532639,C284741,Female,69,Food & Beverage,4,20.92,Credit Card,17/01/2021,Kanyon
I209120,C520145,Female,36,Technology,3,3150.0,Debit Card,30/03/2021,Kanyon
I154101,C268515,Male,33,Food & Beverage,4,20.92,Cash,9/11/2022,Mall of Istanbul
I239239,C117849,Male,36,Clothing,5,1500.4,Cash,8/6/2022,Cevahir AVM
I131803,C259860,Male,50,Technology,2,2100.0,Cash,30/09/2022,Metrocity
I288699,C331371,Female,44,Clothing,1,300.08,Cash,19/12/2021,Metrocity
I231416,C177417,Male,24,Clothing,4,1200.32,Debit Card,8/3/2022,Forum Istanbul
I945045,C257943,Female,63,Shoes,2,1200.34,Cash,16/08/2021,Istinye Park
I389518,C173557,Male,58,Clothing,5,1500.4,Debit Card,11/3/2021,Emaar Square Mall
I141479,C207909,Female,27,Toys,5,179.2,Credit Card,7/6/2022,Mall of Istanbul
I551830,C539908,Female,37,Food & Beverage,5,26.15,Cash,25/04/2021,Metropol AVM
I107770,C196352,Female,67,Cosmetics,4,162.64,Cash,11/8/2021,Metrocity
I701568,C184782,Female,22,Souvenir,2,23.46,Debit Card,24/04/2022,Emaar Square Mall
I252875,C336993,Male,65,Shoes,2,1200.34,Cash,20/09/2021,Kanyon
I140307,C312648,Male,27,Toys,4,143.36,Cash,26/04/2021,Mall of Istanbul
I405781,C319693,Female,43,Clothing,1,300.08,Credit Card,24/09/2021,Forum Istanbul
I220848,C159368,Female,51,Clothing,4,1200.32,Debit Card,8/6/2022,Metropol AVM
I274016,C798416,Female,56,Shoes,2,1200.34,Debit Card,1/6/2022,Viaport Outlet
I203272,C238176,Female,25,Food & Beverage,2,10.46,Cash,25/06/2022,Mall of Istanbul
I462882,C316957,Female,38,Clothing,5,1500.4,Cash,13/04/2022,Emaar Square Mall
I204001,C246325,Female,26,Books,4,60.6,Cash,29/11/2022,Kanyon
I151187,C232889,Male,44,Toys,1,35.84,Credit Card,9/8/2022,Viaport Outlet
I186018,C281365,Male,23,Clothing,1,300.08,Cash,19/04/2022,Metrocity
I295726,C112587,Female,25,Food & Beverage,2,10.46,Debit Card,3/5/2021,Mall of Istanbul
I216069,C491682,Male,69,Technology,5,5250.0,Cash,3/10/2021,Kanyon
I192120,C311653,Male,40,Cosmetics,5,203.3,Credit Card,25/07/2021,Istinye Park
I385546,C284794,Male,51,Technology,2,2100.0,Credit Card,16/02/2021,Metrocity
I982936,C238200,Female,42,Shoes,5,3000.85,Cash,15/05/2022,Forum Istanbul
I292800,C133494,Male,27,Food & Beverage,5,26.15,Cash,4/3/2022,Metropol AVM
I294794,C209512,Male,39,Clothing,4,1200.32,Credit Card,25/01/2021,Metrocity
I229043,C622169,Male,51,Clothing,2,600.16,Credit Card,20/10/2022,Metrocity
I318385,C334911,Male,29,Food & Beverage,3,15.69,Cash,7/11/2021,Metropol AVM
I999956,C925896,Male,69,Toys,4,143.36,Credit Card,16/08/2021,Metrocity
I278406,C783376,Male,45,Toys,1,35.84,Cash,19/06/2021,Zorlu Center
I295887,C598852,Female,60,Shoes,3,1800.51,Debit Card,22/03/2022,Mall of Istanbul
I132346,C267495,Male,25,Toys,1,35.84,Cash,13/11/2021,Mall of Istanbul
I163342,C155176,Male,48,Clothing,2,600.16,Debit Card,17/12/2021,Metrocity
I285176,C484455,Female,32,Toys,5,179.2,Cash,19/05/2021,Metropol AVM
I240221,C128910,Female,25,Clothing,5,1500.4,Debit Card,16/07/2022,Forum Istanbul
I646786,C104612,Female,18,Clothing,4,1200.32,Cash,9/6/2022,Cevahir AVM
I136425,C734547,Male,65,Toys,5,179.2,Debit Card,3/7/2021,Mall of Istanbul
I186569,C119876,Female,21,Toys,1,35.84,Debit Card,31/08/2022,Kanyon
I774703,C221276,Female,19,Cosmetics,3,121.98,Cash,29/07/2021,Viaport Outlet
I132640,C249426,Male,39,Shoes,4,2400.68,Credit Card,10/6/2021,Metrocity
I121493,C231281,Female,66,Clothing,1,300.08,Credit Card,21/12/2021,Zorlu Center
I698360,C275419,Male,22,Clothing,4,1200.32,Cash,7/7/2021,Zorlu Center
I495433,C277573,Male,36,Cosmetics,3,121.98,Cash,14/03/2022,Forum Istanbul
I316122,C235424,Male,56,Clothing,1,300.08,Cash,10/9/2022,Istinye Park
I101742,C123907,Female,34,Toys,5,179.2,Credit Card,17/01/2021,Mall of Istanbul
I324293,C224718,Male,31,Clothing,2,600.16,Debit Card,21/02/2022,Kanyon
I205038,C180530,Male,66,Technology,5,5250.0,Cash,5/12/2022,Kanyon
I324180,C799932,Female,37,Toys,3,107.52,Credit Card,2/12/2021,Emaar Square Mall
I214853,C240494,Female,23,Clothing,5,1500.4,Debit Card,24/06/2021,Mall of Istanbul
I935057,C634593,Male,30,Food & Beverage,2,10.46,Credit Card,30/01/2023,Metrocity
I255586,C317097,Male,29,Technology,3,3150.0,Credit Card,23/06/2021,Metrocity
I211818,C335663,Female,56,Food & Beverage,3,15.69,Cash,12/9/2021,Cevahir AVM
I144311,C186699,Female,52,Clothing,5,1500.4,Credit Card,9/3/2022,Kanyon
I532470,C303351,Female,25,Clothing,1,300.08,Cash,13/07/2021,Metropol AVM
I869529,C191663,Male,31,Clothing,2,600.16,Credit Card,25/04/2021,Mall of Istanbul
I167157,C289303,Female,53,Food & Beverage,1,5.23,Cash,3/1/2022,Mall of Istanbul
I772211,C417240,Female,29,Souvenir,2,23.46,Cash,29/06/2021,Kanyon
I247033,C320420,Female,51,Food & Beverage,4,20.92,Credit Card,23/02/2023,Metrocity
I283707,C292498,Male,44,Cosmetics,1,40.66,Debit Card,17/03/2022,Metrocity
I140534,C288332,Male,24,Souvenir,1,11.73,Cash,29/07/2021,Viaport Outlet
I309663,C876839,Male,26,Shoes,5,3000.85,Credit Card,13/06/2022,Kanyon
I321692,C148083,Female,44,Toys,3,107.52,Cash,2/6/2022,Zorlu Center
I174507,C475171,Male,64,Clothing,2,600.16,Cash,26/06/2021,Metropol AVM
I147975,C306536,Female,66,Toys,1,35.84,Credit Card,27/10/2022,Kanyon
I199201,C579182,Female,18,Food & Beverage,2,10.46,Cash,22/05/2022,Metrocity
I279863,C190673,Male,61,Clothing,3,900.24,Credit Card,13/01/2021,Metropol AVM
I301918,C280038,Female,37,Food & Beverage,2,10.46,Cash,24/01/2021,Metropol AVM
I272829,C273645,Male,45,Food & Beverage,5,26.15,Debit Card,7/5/2021,Mall of Istanbul
I199648,C937852,Male,55,Food & Beverage,4,20.92,Credit Card,20/01/2023,Mall of Istanbul
I723664,C205173,Male,47,Clothing,4,1200.32,Cash,6/11/2021,Viaport Outlet
I982609,C208061,Female,66,Food & Beverage,1,5.23,Credit Card,14/04/2021,Kanyon
I151275,C172174,Male,37,Clothing,2,600.16,Cash,10/7/2021,Metropol AVM
I102884,C121907,Female,45,Toys,5,179.2,Credit Card,22/03/2021,Metrocity
I337840,C219498,Female,36,Food & Beverage,5,26.15,Cash,21/08/2022,Metrocity
I327803,C298529,Male,59,Books,2,30.3,Debit Card,18/01/2022,Kanyon
I131353,C300399,Male,41,Technology,4,4200.0,Credit Card,8/9/2021,Metropol AVM
I134882,C688073,Female,52,Food & Beverage,2,10.46,Debit Card,27/09/2021,Metrocity
I355649,C336783,Female,57,Toys,2,71.68,Cash,14/07/2021,Zorlu Center
I154952,C778351,Female,23,Food & Beverage,5,26.15,Debit Card,5/9/2022,Viaport Outlet
I228036,C227771,Female,47,Cosmetics,5,203.3,Cash,27/03/2021,Metrocity
I196298,C392606,Female,27,Toys,4,143.36,Cash,18/11/2022,Cevahir AVM
I306853,C185513,Male,27,Cosmetics,3,121.98,Credit Card,6/4/2022,Viaport Outlet
I277892,C241673,Female,46,Clothing,3,900.24,Debit Card,20/08/2022,Metrocity
I800851,C626458,Female,52,Cosmetics,4,162.64,Debit Card,25/11/2022,Metrocity
I168227,C167127,Female,28,Clothing,4,1200.32,Credit Card,3/7/2021,Istinye Park
I755691,C972594,Female,33,Food & Beverage,4,20.92,Cash,21/09/2022,Istinye Park
I145761,C259944,Male,40,Shoes,5,3000.85,Credit Card,10/3/2022,Viaport Outlet
I476356,C914250,Female,23,Food & Beverage,1,5.23,Credit Card,29/12/2022,Viaport Outlet
I123228,C554361,Male,57,Shoes,3,1800.51,Debit Card,16/11/2022,Emaar Square Mall
I173819,C734116,Male,65,Cosmetics,1,40.66,Credit Card,24/01/2022,Metrocity
I313276,C183068,Male,39,Clothing,2,600.16,Cash,23/03/2021,Mall of Istanbul
I910673,C166053,Female,56,Clothing,1,300.08,Cash,7/1/2021,Viaport Outlet
I199840,C204917,Male,20,Clothing,5,1500.4,Cash,14/02/2022,Istinye Park
I174806,C134641,Female,35,Clothing,2,600.16,Credit Card,26/10/2022,Istinye Park
I704228,C190591,Male,20,Toys,4,143.36,Credit Card,2/1/2023,Istinye Park
I122062,C227649,Female,59,Cosmetics,2,81.32,Credit Card,26/09/2022,Metropol AVM
I330942,C145291,Male,33,Cosmetics,5,203.3,Cash,17/10/2022,Kanyon
I190977,C840196,Female,66,Technology,3,3150.0,Cash,29/12/2021,Kanyon
I144139,C373206,Male,58,Shoes,4,2400.68,Credit Card,14/03/2022,Istinye Park
I607988,C157195,Male,19,Clothing,1,300.08,Credit Card,16/10/2022,Kanyon
I279851,C287614,Male,43,Shoes,5,3000.85,Debit Card,3/11/2021,Kanyon
I135645,C189525,Female,30,Clothing,2,600.16,Cash,4/4/2022,Viaport Outlet
I582421,C364824,Female,41,Clothing,2,600.16,Cash,9/7/2021,Kanyon
I120928,C267793,Male,20,Toys,5,179.2,Cash,15/12/2022,Mall of Istanbul
I869155,C688935,Male,42,Books,5,75.75,Cash,3/2/2021,Istinye Park
I738767,C139717,Male,29,Cosmetics,5,203.3,Debit Card,14/11/2022,Mall of Istanbul
I571383,C281888,Female,48,Clothing,3,900.24,Debit Card,24/12/2021,Emaar Square Mall
I152548,C658041,Female,40,Clothing,5,1500.4,Credit Card,7/1/2022,Metropol AVM
I275093,C318089,Male,56,Toys,3,107.52,Debit Card,21/03/2022,Kanyon
I230619,C275146,Male,39,Clothing,2,600.16,Cash,8/7/2021,Metropol AVM
I158445,C297854,Male,62,Souvenir,4,46.92,Cash,8/3/2023,Zorlu Center
I654133,C260290,Male,61,Toys,5,179.2,Cash,11/9/2021,Metrocity
I138896,C950462,Female,27,Clothing,3,900.24,Cash,19/11/2021,Zorlu Center
I161668,C339702,Female,62,Clothing,4,1200.32,Cash,6/6/2022,Mall of Istanbul
I122359,C561919,Female,29,Clothing,3,900.24,Credit Card,2/3/2021,Mall of Istanbul
I300365,C287988,Female,53,Shoes,3,1800.51,Credit Card,11/3/2021,Mall of Istanbul
I269638,C278534,Male,59,Clothing,5,1500.4,Cash,3/1/2022,Kanyon
I240235,C288923,Female,48,Clothing,2,600.16,Debit Card,14/05/2021,Mall of Istanbul
I737010,C863548,Male,45,Clothing,2,600.16,Cash,12/3/2021,Mall of Istanbul
I196243,C339730,Female,48,Technology,5,5250.0,Cash,1/9/2022,Metropol AVM
I500201,C298142,Male,42,Books,5,75.75,Cash,12/1/2023,Mall of Istanbul
